,FIPS Code,State,"Percent of adults with less than a high school diploma, 2015-19","Percent of adults with a high school diploma only, 2015-19","Percent of adults completing some college or associate's degree, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19"
2804,29153,MO,17.7,43.4,27.9,11.0
2805,29171,MO,9.5,42.8,28.3,19.3
2806,29181,MO,20.1,42.3,27.5,10.2
2807,29199,MO,20.1,41.5,24.2,14.2
2808,29203,MO,20.0,44.9,20.2,14.9
2809,29205,MO,9.3,43.4,29.3,18.1
2810,29211,MO,15.7,50.2,22.4,11.7
2811,29223,MO,23.8,39.0,27.7,9.6
2812,29227,MO,10.2,43.6,26.2,20.0
2813,30007,MT,6.8,32.2,33.9,27.1
2814,30057,MT,4.6,30.8,33.4,31.2
2815,30059,MT,4.8,40.3,25.7,29.3
2816,31003,NE,7.0,33.8,40.8,18.4
2817,31005,NE,6.3,25.9,41.6,26.2
2818,31009,NE,5.0,31.0,41.0,23.0
2819,31011,NE,5.1,37.6,36.3,21.1
2820,31027,NE,7.5,35.4,36.1,21.0
2821,31061,NE,7.5,35.3,39.9,17.3
2822,31063,NE,4.1,29.2,45.2,21.5
2823,31083,NE,7.0,27.2,43.5,22.4
2824,31085,NE,9.8,26.3,45.6,18.3
2825,31107,NE,7.9,33.8,36.7,21.6
2826,31123,NE,12.5,32.3,35.7,19.5
2827,31133,NE,12.4,40.6,30.0,17.1
2828,31135,NE,12.0,25.8,34.2,28.1
2829,31143,NE,8.6,31.0,38.5,21.8
2830,31171,NE,6.1,22.8,46.3,24.7
2831,31181,NE,6.2,35.5,35.3,23.0
2832,32009,NV,11.7,40.6,31.6,16.1
2833,32027,NV,19.1,37.2,32.6,11.1
2834,35003,NM,5.9,47.1,31.3,15.7
2835,35033,NM,10.8,34.1,44.2,11.0
2836,37005,NC,22.5,29.0,31.2,17.3
2837,37009,NC,14.9,31.8,33.7,19.7
2838,37095,NC,19.2,38.7,32.9,9.2
2839,37121,NC,14.8,33.0,31.7,20.5
2840,38007,ND,10.5,33.0,30.2,26.3
2841,38009,ND,8.3,27.8,39.9,24.0
2842,38013,ND,7.4,27.8,42.1,22.8
2843,38021,ND,8.7,27.8,34.8,28.8
2844,38023,ND,6.7,34.0,40.8,18.5
2845,38025,ND,8.9,33.7,36.1,21.3
2846,38031,ND,9.7,26.0,37.6,26.7
2847,38041,ND,12.9,33.8,40.3,13.0
2848,38045,ND,13.8,28.9,32.7,24.6
2849,38047,ND,12.0,33.2,35.1,19.6
2850,38053,ND,9.3,28.4,36.6,25.8
2851,38061,ND,7.6,33.9,38.1,20.4
2852,38081,ND,8.1,36.4,37.1,18.5
2853,39121,OH,15.3,47.9,26.9,9.9
2854,40003,OK,14.8,37.5,25.9,21.8
2855,40007,OK,16.2,34.9,29.0,19.9
2856,40025,OK,16.9,36.0,24.2,22.8
2857,40029,OK,17.3,41.6,23.7,17.3
2858,40043,OK,6.2,41.5,28.3,24.0
2859,40045,OK,14.2,34.5,31.2,20.1
2860,40053,OK,9.3,36.9,29.1,24.6
2861,40057,OK,20.3,25.1,33.9,20.7
2862,40059,OK,18.2,33.1,29.4,19.3
2863,40129,OK,11.6,36.4,35.9,16.2
2864,41055,OR,10.7,31.9,40.1,17.3
2865,41063,OR,6.9,28.6,38.1,26.4
2866,41069,OR,8.4,37.1,39.6,14.9
2867,42023,PA,9.3,48.3,28.7,13.7
2868,46003,SD,13.0,33.5,32.1,21.5
2869,46009,SD,12.6,37.0,32.2,18.3
2870,46025,SD,8.8,42.2,30.0,19.1
2871,46037,SD,10.5,36.9,31.0,21.6
2872,46039,SD,8.9,36.9,32.0,22.2
2873,46043,SD,11.5,35.2,37.7,15.5
2874,46049,SD,6.7,34.5,31.9,26.9
2875,46057,SD,8.2,42.5,28.3,21.0
2876,46059,SD,6.1,33.0,38.8,22.1
2877,46069,SD,7.4,36.5,31.6,24.5
2878,46073,SD,10.6,38.0,28.9,22.5
2879,46075,SD,4.7,42.6,27.0,25.7
2880,46077,SD,9.3,39.1,30.1,21.5
2881,46085,SD,10.3,36.9,32.4,20.3
2882,46089,SD,17.6,33.3,31.4,17.7
2883,46091,SD,7.9,31.0,37.0,24.1
2884,46107,SD,7.2,36.3,34.2,22.3
2885,46109,SD,10.4,35.5,36.8,17.3
2886,46111,SD,6.6,40.1,31.6,21.6
2887,46115,SD,8.9,37.2,32.1,21.8
2888,47027,TN,19.7,46.2,20.2,13.9
2889,47049,TN,17.0,43.6,23.4,16.0
2890,47137,TN,25.6,38.2,26.7,9.4
2891,47175,TN,21.0,50.8,20.5,7.8
2892,48079,TX,32.3,30.7,28.9,8.0
2893,48087,TX,26.1,25.9,27.7,20.2
2894,48155,TX,18.1,32.0,33.6,16.2
2895,48263,TX,14.2,32.6,27.8,25.4
2896,48271,TX,21.5,36.8,29.6,12.1
2897,48319,TX,12.3,26.7,33.4,27.6
2898,48333,TX,17.0,31.9,32.8,18.3
2899,48385,TX,16.7,30.4,35.5,17.4
2900,48393,TX,7.3,30.4,37.3,25.0
2901,48405,TX,17.7,40.1,28.3,14.0
2902,48421,TX,21.0,30.7,33.3,15.0
2903,48483,TX,19.8,30.0,33.4,16.8
2904,49009,UT,6.0,40.0,40.5,13.4
2905,49015,UT,6.2,30.2,47.3,16.3
2906,51027,VA,29.9,35.1,23.3,11.8
2907,54021,WV,15.0,44.7,23.3,17.0
2908,54047,WV,31.4,47.0,16.2,5.4
2909,54075,WV,17.4,47.8,20.0,14.8
2910,56011,WY,7.3,29.0,41.3,22.3
2911,56035,WY,4.0,34.6,38.6,22.8
2912,1025,AL,19.4,41.8,26.6,12.2
2913,1035,AL,15.7,51.1,20.4,12.8
2914,1091,AL,16.2,38.0,29.8,16.1
2915,1093,AL,20.4,34.8,32.0,12.8
2916,1099,AL,14.4,47.2,24.9,13.5
2917,2016,AK,10.5,39.0,33.4,17.0
2918,2050,AK,19.1,46.4,22.6,11.9
2919,2122,AK,7.3,31.2,36.8,24.6
2920,2150,AK,10.2,29.7,32.1,28.0
2921,2180,AK,15.4,41.1,27.3,16.1
2922,2185,AK,10.3,43.0,30.2,16.5
2923,2188,AK,17.5,46.7,22.6,13.2
2924,2195,AK,10.3,31.7,29.6,28.4
2925,2220,AK,5.3,27.4,34.0,33.4
2926,2261,AK,4.6,30.8,33.7,30.8
2927,5003,AR,16.7,43.7,27.3,12.3
2928,5113,AR,15.1,36.5,34.3,14.1
2929,6027,CA,11.4,28.6,32.8,27.2
2930,6051,CA,11.4,24.2,35.5,28.8
2931,8003,CO,13.1,28.5,33.3,25.0
2932,8015,CO,6.5,27.0,32.7,33.8
2933,8051,CO,2.6,15.9,25.3,56.2
2934,8063,CO,10.5,37.6,33.2,18.7
2935,8071,CO,12.1,29.5,38.8,19.5
2936,8099,CO,19.5,26.1,36.1,18.3
2937,8105,CO,13.0,32.1,30.5,24.5
2938,8125,CO,11.4,34.4,32.4,21.8
2939,13239,GA,35.3,35.4,22.2,7.1
2940,13271,GA,29.7,47.2,14.4,8.6
2941,16007,ID,6.5,38.4,36.2,18.9
2942,16059,ID,7.9,30.3,38.9,22.9
2943,17159,IL,10.9,29.9,38.2,21.0
2944,17185,IL,9.4,30.7,41.7,18.2
2945,19027,IA,6.5,36.7,34.5,22.4
2946,19047,IA,19.8,37.4,28.5,14.3
2947,19109,IA,6.1,37.4,39.0,17.5
2948,19167,IA,9.8,30.2,31.0,29.1
2949,19191,IA,4.8,33.0,31.6,30.6
2950,20001,KS,8.1,33.1,38.5,20.3
2951,20123,KS,5.2,30.4,38.4,26.1
2952,20137,KS,10.9,34.7,35.6,18.8
2953,20147,KS,7.6,36.6,34.0,21.8
2954,20151,KS,7.9,24.9,36.9,30.3
2955,20181,KS,7.7,30.3,40.3,21.8
2956,20193,KS,6.7,26.4,44.3,22.6
2957,21071,KY,24.8,37.8,26.1,11.3
2958,21115,KY,19.4,36.3,28.0,16.3
2959,21175,KY,23.7,41.4,22.4,12.5
2960,21193,KY,23.1,33.0,29.5,14.4
2961,21195,KY,23.0,39.4,24.5,13.0
2962,22035,LA,29.5,40.5,21.1,8.9
2963,22041,LA,25.0,42.1,20.9,12.0
2964,23003,ME,11.4,37.3,32.0,19.2
2965,23013,ME,6.4,32.9,27.1,33.5
2966,23029,ME,10.7,38.0,29.2,22.0
2967,25019,MA,4.4,19.8,23.0,52.8
2968,26029,MI,6.0,29.7,33.2,31.1
2969,26031,MI,9.9,38.0,31.4,20.7
2970,26047,MI,6.1,24.7,35.8,33.4
2971,26053,MI,6.3,37.3,36.9,19.4
2972,26063,MI,10.9,41.6,31.5,16.0
2973,26069,MI,11.1,38.3,34.8,15.9
2974,26129,MI,14.1,38.2,35.5,12.2
2975,26137,MI,8.0,33.1,35.4,23.6
2976,26143,MI,10.1,38.4,36.1,15.5
2977,27091,MN,6.8,37.9,34.8,20.5
2978,27135,MN,7.1,35.1,37.5,20.3
2979,27149,MN,6.0,31.4,32.0,30.5
2980,29079,MO,13.5,39.0,30.3,17.1
2981,29081,MO,11.8,46.0,25.7,16.5
2982,29115,MO,10.6,45.7,26.8,16.9
2983,29217,MO,11.7,40.5,29.0,18.9
2984,30001,MT,4.9,28.8,30.9,35.4
2985,30017,MT,8.0,28.7,38.6,24.6
2986,30021,MT,7.0,34.2,36.7,22.2
2987,30027,MT,7.3,28.5,35.1,29.1
2988,30035,MT,10.4,39.2,28.9,21.4
2989,30041,MT,9.3,30.2,35.1,25.4
2990,30073,MT,7.0,33.5,35.6,24.0
2991,30101,MT,11.2,40.0,33.5,15.2
2992,30105,MT,6.1,34.5,37.9,21.5
2993,31013,NE,9.3,33.0,40.5,17.1
2994,31031,NE,5.0,31.5,40.5,22.9
2995,31033,NE,6.4,27.6,40.6,25.4
2996,31045,NE,3.9,25.7,33.5,36.9
2997,31089,NE,6.5,33.0,38.1,22.4
2998,31127,NE,8.2,29.9,34.1,27.8
2999,31145,NE,7.5,32.6,40.8,19.1
3000,31147,NE,7.8,36.2,37.0,19.0
3001,32021,NV,11.0,35.7,38.3,14.9
3002,32033,NV,11.9,41.5,33.4,13.2
3003,35007,NM,11.8,29.4,37.1,21.7
3004,35037,NM,18.1,35.7,29.2,17.1
3005,35059,NM,18.1,46.8,23.4,11.7
3006,37015,NC,21.6,38.1,26.6,13.6
3007,38057,ND,8.6,27.0,42.7,21.7
3008,38071,ND,8.1,28.8,36.8,26.4
3009,40089,OK,17.1,43.0,26.5,13.4
3010,41001,OR,9.0,31.1,36.2,23.7
3011,41025,OR,8.4,36.6,36.6,18.4
3012,46123,SD,9.1,41.1,27.5,22.3
3013,46129,SD,10.0,38.0,27.1,24.9
3014,48043,TX,14.3,21.3,24.3,40.0
3015,48075,TX,18.0,34.9,28.9,18.3
3016,48105,TX,23.0,33.5,29.5,14.0
3017,48111,TX,29.6,28.0,26.6,15.8
3018,48205,TX,17.4,37.5,27.2,17.8
3019,48211,TX,17.9,31.5,29.4,21.2
3020,48299,TX,14.2,26.5,34.0,25.3
3021,48357,TX,25.6,33.0,25.8,15.6
3022,48371,TX,30.9,35.9,23.3,9.8
3023,48377,TX,46.6,15.9,16.3,21.2
3024,48429,TX,21.5,28.6,33.7,16.2
3025,48435,TX,26.1,33.0,23.8,17.1
3026,48503,TX,17.0,33.7,30.0,19.3
3027,49019,UT,6.7,28.5,36.2,28.6
3028,49027,UT,11.9,30.6,36.9,20.6
3029,49041,UT,9.4,32.8,39.4,18.5
3030,50019,VT,11.7,39.5,27.3,21.5
3031,51173,VA,16.7,37.7,31.0,14.6
3032,55003,WI,7.8,37.0,35.4,19.8
3033,55129,WI,7.8,33.6,35.6,23.0
3034,56029,WY,4.5,25.8,35.7,34.0
3035,56031,WY,8.9,38.3,32.1,20.7
3036,56043,WY,10.2,29.8,36.6,23.4
3037,2013,AK,14.5,43.5,30.5,11.5
3038,2060,AK,6.0,37.0,34.5,22.5
3039,2070,AK,13.7,37.2,27.0,22.1
3040,2100,AK,2.5,30.2,33.6,33.8
3041,2158,AK,21.1,56.0,19.0,3.9
3042,2164,AK,12.0,44.2,27.7,16.1
3043,2230,AK,5.3,29.2,35.9,29.6
3044,2240,AK,10.1,34.2,35.9,19.7
3045,2275,AK,13.5,35.3,31.8,19.4
3046,2282,AK,8.8,33.5,35.1,22.6
3047,2290,AK,14.0,40.2,32.2,13.6
3048,6063,CA,4.9,26.1,45.3,23.7
3049,8009,CO,13.8,28.0,36.8,21.4
3050,8011,CO,15.2,48.7,24.6,11.4
3051,8017,CO,8.4,36.8,35.7,19.2
3052,8021,CO,12.0,33.9,33.0,21.0
3053,8023,CO,19.0,24.5,37.2,19.3
3054,8033,CO,6.2,36.2,33.5,24.1
3055,8053,CO,6.3,22.8,25.3,45.7
3056,8061,CO,4.3,35.6,38.7,21.4
3057,8079,CO,2.6,15.8,35.2,46.5
3058,8109,CO,16.9,30.5,30.4,22.1
3059,8113,CO,3.2,15.3,22.1,59.4
3060,12067,FL,24.7,38.9,24.6,11.8
3061,13061,GA,20.0,36.3,31.2,12.5
3062,13125,GA,21.8,40.9,25.7,11.6
3063,13281,GA,10.1,29.9,30.0,30.1
3064,13291,GA,11.0,34.0,32.5,22.5
3065,16003,ID,9.8,34.9,34.2,21.2
3066,16033,ID,40.2,28.0,19.6,12.2
3067,17047,IL,8.0,34.5,43.5,13.9
3068,17069,IL,20.4,32.3,36.5,10.8
3069,19003,IA,6.2,39.1,39.1,15.6
3070,19053,IA,10.9,37.5,26.6,25.0
3071,19159,IA,7.3,36.9,34.5,21.4
3072,19185,IA,12.1,44.4,30.9,12.7
3073,20007,KS,8.9,33.7,36.7,20.7
3074,20023,KS,6.4,30.9,33.8,28.9
3075,20033,KS,6.1,34.9,43.0,16.0
3076,20039,KS,6.0,35.4,36.1,22.5
3077,20063,KS,7.9,36.3,36.1,19.7
3078,20065,KS,7.4,31.9,36.0,24.7
3079,20071,KS,13.0,26.9,33.0,27.2
3080,20089,KS,6.9,39.5,34.3,19.3
3081,20101,KS,5.7,31.9,39.4,23.1
3082,20109,KS,9.0,28.1,46.3,16.6
3083,20129,KS,16.0,28.0,38.7,17.3
3084,20135,KS,9.1,31.1,40.4,19.4
3085,20141,KS,6.1,34.6,35.7,23.6
3086,20153,KS,4.2,29.8,41.9,24.1
3087,20157,KS,4.1,34.5,35.9,25.5
3088,20179,KS,3.9,34.1,40.0,22.0
3089,20183,KS,7.0,35.9,34.8,22.3
3090,20187,KS,21.5,29.6,30.0,19.0
3091,20199,KS,5.3,25.8,36.4,32.4
3092,20201,KS,8.4,40.7,30.5,20.3
3093,20203,KS,13.4,27.5,38.5,20.6
3094,20207,KS,9.3,35.2,38.3,17.2
3095,21025,KY,24.4,36.7,23.7,15.2
3096,21053,KY,26.8,39.8,23.2,10.3
3097,21063,KY,25.0,43.4,21.9,9.7
3098,21119,KY,24.9,33.7,26.5,14.9
3099,21129,KY,31.9,36.3,23.5,8.3
3100,21153,KY,30.3,36.4,23.8,9.5
3101,21159,KY,25.6,39.0,23.7,11.7
3102,21189,KY,31.2,36.8,15.8,16.2
3103,21237,KY,28.2,37.4,25.7,8.7
3104,26039,MI,10.1,33.0,37.5,19.4
3105,26135,MI,16.6,37.4,35.4,10.6
3106,27011,MN,7.4,45.0,32.3,15.4
3107,27031,MN,2.9,24.0,32.7,40.4
3108,27069,MN,5.5,36.2,32.5,25.9
3109,27073,MN,6.7,37.0,37.5,18.8
3110,27077,MN,7.0,38.6,37.7,16.7
3111,27155,MN,6.7,35.4,40.4,17.5
3112,29129,MO,11.6,47.3,22.3,18.9
3113,29179,MO,20.2,40.4,25.7,13.7
3114,30005,MT,10.1,27.4,39.7,22.9
3115,30011,MT,7.5,32.7,39.6,20.2
3116,30019,MT,4.7,37.0,34.3,24.0
3117,30025,MT,5.4,37.5,38.1,19.0
3118,30033,MT,2.7,44.1,38.9,14.3
3119,30051,MT,29.8,21.5,33.5,15.2
3120,30055,MT,7.5,38.8,36.5,17.2
3121,30069,MT,1.1,39.4,26.9,32.6
3122,30071,MT,9.1,39.5,34.2,17.2
3123,30075,MT,5.9,29.7,40.0,24.4
3124,30079,MT,12.0,30.7,35.0,22.2
3125,30087,MT,10.0,30.7,41.5,17.8
3126,30091,MT,8.1,32.1,35.9,23.9
3127,30097,MT,5.4,36.6,32.6,25.4
3128,30107,MT,18.2,34.2,28.1,19.6
3129,30109,MT,11.3,37.2,28.1,23.4
3130,31015,NE,4.0,43.9,35.4,16.7
3131,31017,NE,4.9,40.8,33.6,20.7
3132,31029,NE,11.9,25.8,41.3,21.0
3133,31049,NE,10.8,33.6,39.7,15.9
3134,31057,NE,16.9,24.3,35.6,23.3
3135,31065,NE,11.3,33.0,38.3,17.4
3136,31069,NE,5.9,31.9,39.8,22.5
3137,31071,NE,3.7,31.3,39.6,25.5
3138,31075,NE,3.0,35.8,34.3,26.8
3139,31087,NE,7.9,33.5,41.0,17.6
3140,31091,NE,6.5,35.2,31.9,26.4
3141,31103,NE,4.9,32.1,37.9,25.0
3142,31115,NE,1.9,29.4,43.3,25.3
3143,31129,NE,8.1,34.0,37.0,20.9
3144,31149,NE,3.3,34.0,39.5,23.2
3145,31161,NE,9.4,32.8,34.9,22.8
3146,31169,NE,7.6,35.6,37.9,18.8
3147,31175,NE,7.7,34.2,33.9,24.2
3148,31183,NE,4.4,32.5,43.7,19.4
3149,35011,NM,15.7,36.2,35.0,13.0
3150,35021,NM,14.6,26.5,37.2,21.7
3151,37039,NC,12.8,33.8,34.3,19.0
3152,37043,NC,11.8,33.4,31.1,23.7
3153,37075,NC,18.1,36.3,32.7,12.9
3154,38001,ND,5.5,34.3,34.6,25.6
3155,38005,ND,13.7,29.5,40.7,16.2
3156,38011,ND,10.9,34.6,30.2,24.2
3157,38019,ND,8.1,31.5,40.9,19.5
3158,38027,ND,10.6,29.3,34.0,26.2
3159,38033,ND,7.1,25.3,40.7,26.9
3160,38039,ND,10.7,33.4,30.1,25.8
3161,38051,ND,18.2,33.0,33.2,15.6
3162,38067,ND,10.4,31.8,37.1,20.6
3163,38079,ND,12.5,25.8,42.2,19.6
3164,38083,ND,12.5,37.5,35.4,14.6
3165,38087,ND,9.9,28.5,35.7,25.9
3166,38095,ND,8.6,33.8,40.6,17.0
3167,38103,ND,13.0,32.9,31.9,22.2
3168,40127,OK,16.8,42.5,26.4,14.3
3169,41021,OR,10.0,30.5,42.0,17.4
3170,41023,OR,11.2,36.0,33.9,18.9
3171,41037,OR,13.5,34.5,35.6,16.4
3172,46007,SD,19.6,33.0,31.7,15.7
3173,46015,SD,11.1,31.4,30.4,27.1
3174,46017,SD,21.9,39.6,30.0,8.5
3175,46021,SD,10.0,35.5,26.5,28.0
3176,46023,SD,11.5,38.1,31.8,18.6
3177,46031,SD,16.2,33.6,32.4,17.8
3178,46041,SD,14.6,35.9,32.9,16.6
3179,46053,SD,10.6,35.6,33.6,20.2
3180,46063,SD,9.3,31.7,33.0,26.0
3181,46095,SD,18.4,40.0,29.6,12.0
3182,46121,SD,20.1,31.7,32.5,15.6
3183,47039,TN,14.1,42.3,29.1,14.5
3184,48045,TX,13.9,36.5,29.9,19.8
3185,48101,TX,23.8,26.9,32.5,16.8
3186,48109,TX,33.7,35.0,21.1,10.2
3187,48137,TX,27.9,22.7,31.3,18.2
3188,48191,TX,20.4,30.0,33.8,15.9
3189,48243,TX,21.1,20.1,28.2,30.5
3190,48269,TX,20.3,34.8,24.1,20.9
3191,48275,TX,18.1,34.3,27.5,20.1
3192,48295,TX,17.9,32.6,29.9,19.7
3193,48301,TX,19.7,19.7,60.6,0.0
3194,48311,TX,7.3,32.7,31.3,28.8
3195,48327,TX,22.1,36.1,23.8,18.0
3196,48345,TX,12.5,31.3,39.4,16.8
3197,48433,TX,18.7,34.4,32.1,14.8
3198,48443,TX,13.5,26.8,41.2,18.4
3199,48447,TX,13.4,35.7,29.2,21.7
3200,49017,UT,7.3,36.2,30.6,25.9
3201,49031,UT,9.0,40.5,30.2,20.2
3202,49055,UT,11.6,24.6,40.4,23.4
3203,51077,VA,18.7,37.2,30.3,13.7
3204,51103,VA,9.6,30.7,28.2,31.5
3205,51111,VA,22.2,40.4,26.1,11.3
3206,51133,VA,9.0,32.7,29.5,28.9
3207,51159,VA,19.4,35.4,27.5,17.7
3208,53019,WA,13.0,34.9,33.3,18.8
3209,53055,WA,4.1,16.0,30.1,49.8
3210,54023,WV,17.9,46.1,22.2,13.8
3211,54101,WV,20.7,49.5,18.4,11.4
3212,55041,WI,11.2,39.2,35.0,14.7
3213,55051,WI,5.5,33.7,40.9,20.0
3214,55099,WI,8.2,40.4,34.9,16.5
3215,55113,WI,7.7,34.0,34.1,24.2
3216,55125,WI,6.3,30.0,34.7,29.1
3217,56003,WY,10.3,29.1,41.6,19.0
3218,56027,WY,12.9,34.7,34.4,18.0
3219,72049,PR,29.6,36.2,18.9,15.3
3220,72147,PR,28.8,39.2,14.0,18.0
3221,0,US,12.0,27.0,28.9,32.1
3222,1000,AL,13.8,30.8,29.9,25.5
3223,2000,AK,7.2,28.0,35.3,29.6
3224,2010,AK,,,,
3225,2160,AK,,,,
3226,2201,AK,,,,
3227,2231,AK,,,,
3228,2232,AK,,,,
3229,2250,AK,,,,
3230,2280,AK,,,,
3231,4000,AZ,12.9,23.9,33.8,29.5
3232,5000,AR,13.4,34.0,29.5,23.0
3233,6000,CA,16.7,20.5,28.9,33.9
3234,8000,CO,8.3,21.4,29.5,40.9
3235,9000,CT,9.4,26.9,24.5,39.3
3236,10000,DE,10.0,31.3,26.7,32.0
3237,11000,DC,9.1,16.8,15.5,58.5
3238,12000,FL,11.8,28.6,29.7,29.9
3239,13000,GA,12.9,27.7,28.1,31.3
3240,15000,HI,8.0,27.4,31.6,33.0
3241,16000,ID,9.2,27.4,35.8,27.6
3242,17000,IL,10.8,26.0,28.6,34.7
3243,18000,IN,11.2,33.4,29.0,26.5
3244,19000,IA,7.9,31.0,32.5,28.6
3245,20000,KS,9.0,25.9,31.7,33.4
3246,21000,KY,13.7,32.9,29.2,24.2
3247,22000,LA,14.8,34.0,27.1,24.1
3248,23000,ME,7.4,31.5,29.3,31.8
3249,24000,MD,9.8,24.6,25.4,40.2
3250,25000,MA,9.2,24.0,23.0,43.7
3251,26000,MI,9.2,28.9,32.8,29.1
3252,27000,MN,6.9,24.6,32.4,36.1
3253,28000,MS,15.5,30.4,32.0,22.0
3254,29000,MO,10.1,30.6,30.1,29.2
3255,30000,MT,6.4,28.8,32.7,32.0
3256,30113,MT,,,,
3257,31000,NE,8.6,26.1,33.4,31.9
3258,32000,NV,13.3,28.1,33.9,24.7
3259,33000,NH,6.9,27.4,28.6,37.0
3260,34000,NJ,10.2,27.2,22.9,39.7
3261,35000,NM,14.4,26.5,31.8,27.3
3262,36000,NY,13.2,26.0,24.3,36.6
3263,37000,NC,12.2,25.7,30.9,31.3
3264,38000,ND,7.4,26.4,36.2,30.0
3265,39000,OH,9.6,33.0,29.1,28.3
3266,40000,OK,12.0,31.3,31.2,25.5
3267,41000,OR,9.3,22.7,34.3,33.7
3268,42000,PA,9.5,34.7,24.4,31.4
3269,44000,RI,11.2,28.3,26.3,34.2
3270,45000,SC,12.5,29.1,30.3,28.1
3271,46000,SD,8.3,30.2,32.7,28.8
3272,47000,TN,12.5,32.1,28.0,27.3
3273,48000,TX,16.3,25.0,28.8,29.9
3274,49000,UT,7.7,22.8,35.4,34.0
3275,50000,VT,7.3,28.8,25.9,38.0
3276,51000,VA,10.3,24.0,27.0,38.8
3277,51560,VA,,,,
3278,53000,WA,8.7,22.0,33.3,36.0
3279,54000,WV,13.1,40.3,26.0,20.6
3280,55000,WI,7.8,30.6,31.5,30.1
3281,56000,WY,6.8,29.1,36.7,27.4
3282,72000,PR,23.5,27.9,22.7,25.9
